,HR_Mean,HR_Median,HR_std_log,HR_Min,HR_Max_boxcox,HR_AUC_inverse,Round,Phase,Individual,Puzzler,Frustrated,Cohort
88,2.2861366158899386,1.2601398157459762,1.7047850719198159,1.2757863254405346,2.0164827035417936,-1.3841791735466265,2,2,8,0,3,1
89,-0.6214133529448723,-0.44339733451683633,0.48838614511423656,-0.7082558522466184,-0.1823729367389289,0.5588201170385056,2,1,8,0,2,1
90,-0.7538421860328292,-0.6854333177118815,-0.20300036813702377,-0.15562960318515762,-0.324824991202653,0.7161282679472077,4,3,8,0,1,1
91,0.21488371975638454,0.2635210614134439,1.2017992934158446,-0.9575073821068136,0.5415177238802169,-0.44307492223485134,4,2,8,0,3,1
92,-0.49318150827928336,-0.3530207269810924,-0.5372098340859855,-0.21402567589526,-0.6506243939176339,-0.053842862202812224,4,1,8,0,2,1
93,0.8516121474323914,0.2759014186101206,1.8234384116825826,-0.3336664102281542,1.6944717391081776,-1.555187726231316,1,3,8,0,2,1
94,0.41777366482929296,0.3625639189868629,-0.5958983773029738,1.1262354075244179,0.13174155630139134,-0.9295422101793457,1,2,8,0,5,1
95,2.1754897763781527,2.262948748676847,0.6277448825651749,1.7586221461411415,1.3431055711711102,0.9544768793171158,1,1,8,0,2,1
96,-0.0511515455325454,0.03077034611590709,-0.8339138017880039,0.48815149108231753,-0.37539650300502625,0.3048598316647049,3,3,9,1,2,2
97,1.9584479245293795,1.7268792820607146,0.6662331863178204,1.965144842311018,1.2158543906278545,-1.1007004616335205,3,2,9,1,5,2
98,-0.2962827203212031,-0.04351179706415676,-1.0937632840876907,-0.40060824967632075,-1.1614415292785174,0.4327357610966389,3,1,9,1,0,2
99,-0.08790077331298375,0.07410159630427914,-1.5829732781202857,0.727432959748106,-0.8233244025149236,0.33205304714686357,2,3,9,1,1,2
100,0.7208256522224302,0.9122517785193404,-0.22635753737272543,0.7374030209425128,0.18008019938250278,-0.2315809460520383,2,2,9,1,6,2
101,0.39726036969373707,0.47398713375696044,-0.10104810292673454,-0.5117032172711508,0.19990523813678807,0.0917945982917496,2,1,9,1,1,2
102,-0.204357974762685,-0.078795815074687,-0.7203729437326106,0.36423787338039326,-0.42625306080843034,0.2927971483129434,4,3,9,1,4,2
103,1.0338448787561,1.2861385658589999,-0.23250341543411007,0.7772832657201442,0.10137892370542176,-0.4658498178507921,4,2,9,1,8,2
104,0.026813167889946497,0.08029177490261749,-0.4160188423688896,0.2844773838251305,0.29565122284934553,0.22661240323734264,4,1,9,1,2,2
105,0.5724043681626444,0.595933652144233,-0.8389952769267423,1.2401789640319354,0.19199703947234312,-0.1381976037315361,1,3,9,1,0,2
106,1.3386755331943954,1.4551304415936444,-0.44355290501817174,1.6660430064787846,0.4212231655261306,-0.5485345884353047,1,2,9,1,2,2
107,1.808373239581241,1.4427500843969676,0.47655033109248096,2.173091832937239,1.1910874299793839,-0.8843285775692583,1,1,9,1,0,2
108,-0.42551351670712295,-0.2601680480060117,-2.012719437568624,0.39272376250727314,-1.2780801215017576,0.4313596043850953,3,3,10,0,0,2
109,0.5457106616818695,0.2573308828151055,0.5272174566863757,0.9652901339575496,0.7666873571515705,-0.32655660391826075,3,2,10,0,1,2
110,-0.14038653989569458,-0.015036975511798188,-1.1753987680292552,0.569336275093925,-0.4241069147485304,0.3204592618295244,3,1,10,0,0,2
111,-0.18606305691661953,-0.05836822570017023,-1.5205377494870387,0.44969554076103085,-0.8733805336993383,0.37799587903544346,2,3,10,0,0,2
112,-0.016694543805491718,0.4331319550079234,0.37769489274560414,-0.5202489840092139,-0.1966451909116478,0.23067339268384168,2,2,10,0,2,2
113,-0.4555684700978734,-0.3183557268303955,-0.6077144160827258,0.07510609874256663,-0.29449782504744554,0.7138270300209737,2,1,10,0,1,2
114,-0.7471869353988816,-0.6526253711406863,-1.074958563227988,0.14632082155976528,-0.5163993503610793,0.7900458175751386,4,3,10,0,0,2
115,-0.4990561945446498,-0.33445019118607555,-0.5249106668404765,-0.07871770254258219,-0.3577016910974279,0.5395785187408283,4,2,10,0,5,2
116,-1.015232937491933,-0.7888093003041373,-2.736041567653579,-0.10577929721311734,-2.886673017486699,1.0690806622595541,4,1,10,0,0,2
117,-0.23732901843998377,0.013437846040560383,-1.4262133773513797,0.4525441296737182,-1.0618391887872527,0.49219479369877495,1,3,10,0,0,2
118,-0.04437301263997508,0.1855248110743749,-1.2156458253375182,0.30299321175760147,-0.7902953961444563,-1.4453496352945738,1,2,10,0,1,2
119,-0.03623975019746149,0.11124266789431106,-0.9385742807361669,0.6405509979111237,-0.44026207994811395,0.24569797372052915,1,1,10,0,0,2
120,-0.0511515455325454,0.03077034611590709,-0.8339138017880039,0.48815149108231753,-0.37539650300502625,0.3048598316647049,3,3,11,0,0,2
121,1.9584479245293795,1.7268792820607146,0.6662331863178204,1.965144842311018,1.2158543906278545,-1.1007004616335205,3,2,11,0,3,2
122,-0.2962827203212031,-0.04351179706415676,-1.0937632840876907,-0.40060824967632075,-1.1614415292785174,0.4327357610966389,3,1,11,0,1,2
123,-0.2681653081865427,-0.21312269065863804,-1.29971569210971,0.6348538200857469,-0.803432693946972,0.5162850384976057,2,3,11,0,1,2
124,1.0933498174130665,1.3870384770119206,0.26042546604217004,0.6633397092126267,0.37067139785290154,-0.500373115428433,2,2,11,0,2,2
125,0.2954803304059563,0.32170874023782764,-0.9398885758429136,1.167539946758394,-0.08248318885946414,0.06495247861685076,2,1,11,0,1,2
126,-0.38134137206104507,-0.18960001198495122,-1.812595990846536,0.476757135431566,-1.2623714463122844,0.42290853720012106,4,3,11,0,1,2
127,0.6707965683502305,0.7067378490544954,-0.8990656989857796,1.3954270597734288,0.15846239575026191,-0.2252312148391643,4,2,11,0,3,2
128,-0.03265746678582536,-0.2874048338387019,1.0969602082330927,-1.2779736347842074,0.8459804076501876,0.2890572858415855,4,1,11,0,0,2
129,0.022349841195231413,0.21461865048656853,-1.1816168750889176,0.6263080533476827,-0.30455482702164893,0.2786567470031009,1,3,11,0,2,2
130,2.333983095197074,2.483319106777705,0.5986684163743432,0.9724116062392691,1.0460016647538555,-1.4230014141660243,1,2,11,0,4,2
131,0.22813431495486192,0.38980070481955315,0.017718574124174956,0.03522585396493524,-0.14480089938901963,0.11021240727701384,1,1,11,0,0,2
132,-1.4054347868447505,-1.2840235881712343,-1.2450885925901325,-0.672648490838019,-2.286256686384178,1.2020271386644827,3,3,12,1,1,2
133,-0.540242700362116,-0.577105192240954,-0.5253802011062656,-0.14138665862171668,-0.9548865911381395,0.15913225117886198,3,2,12,1,4,2
134,-0.9164631170247781,-1.16022001620446,1.1077169300440053,-0.8221994087541369,1.061327597390095,0.9349561553911007,3,1,12,1,0,2
135,-1.0537861034238298,-0.8321405504925093,-0.643094892392809,-0.7039829688775874,-1.5415324541141322,1.0482888852209735,2,3,12,1,1,2
136,-0.3018963703501274,-0.47620528108803334,0.9453220117111262,-0.7182259134410263,0.33533443909942856,0.41323516989457226,2,2,12,1,5,2
137,-0.6877384126043856,-0.44834947739550807,-1.4666410636433045,-0.017473040919792408,-1.4662642744660963,0.7913915098632205,2,1,12,1,1,2
